,UID,Type,mean_depth,p90_depth,Class,Area,FloodDmg
0,5000005105218936.0,Public Buildings,0.131,0.286,0,11,0.0
1,1000002310363081.0,Public Buildings,0.014,0.015,0,82,0.0
2,1000002310363070.0,Public Buildings,0.311,0.714,1,21,17178.0
3,1000002310363069.0,Public Buildings,0.28,0.731,1,4,3272.0
4,5000005105218934.0,Public Buildings,0.118,0.275,0,4,0.0
5,5000005105218941.0,Public Buildings,0.454,0.973,1,35,38815.0
6,5000005105218933.0,Public Buildings,0.103,0.251,0,35,0.0
7,5000005105218939.0,Public Buildings,0.173,0.173,0,17,0.0
8,5000005105200066.0,Public Buildings,0.093,0.242,0,12,0.0
9,5000005105218935.0,Public Buildings,0.038,0.111,0,63,0.0
10,5000005105200069.0,Public Buildings,0.148,0.268,0,24,0.0
11,5000005105218937.0,Public Buildings,0.034,0.101,0,68,0.0
12,5000005105218940.0,Public Buildings,0.145,0.474,1,3667,2346880.0
13,1000002310332642.0,Public Buildings,0.015,0.043,0,100,0.0
14,5000005105200068.0,Public Buildings,0.083,0.141,0,11,0.0
15,5000005105200065.0,Public Buildings,0.15,0.289,0,21,0.0
16,5000005207584860.0,Public Buildings,0.106,0.147,0,27,0.0
17,1000002310363134.0,Public Buildings,0.003,0.003,0,5,0.0
18,1000002310363133.0,Public Buildings,0.002,0.002,0,6,0.0
19,1000030011212.0,Public Buildings,0.055,0.153,0,5,0.0
20,5000005207582388.0,Public Buildings,0.059,0.126,0,10,0.0
21,1000030011208.0,Public Buildings,0.113,0.126,0,24,0.0
22,1000030011211.0,Public Buildings,0.039,0.124,0,2394,0.0
23,1000002310273097.0,Public Buildings,0.019,0.048,0,10,0.0
24,1000002310332665.0,Public Buildings,0.079,0.162,0,95,0.0
25,1000030006297.0,Offices,0.002,0.002,0,2,0.0
26,1000030005699.0,Offices,,,,3,7317.0
27,1000030005905.0,Offices,0.039,0.092,0,22435,0.0
28,1000030005702.0,Offices,0.005,0.014,0,92,0.0
29,5000005207585095.0,Offices,,,,68,165852.0
30,5000005207583650.0,Offices,0.028,0.056,0,9,0.0
31,5000005207585023.0,Offices,0.076,0.087,0,12,0.0
32,5000005207584950.0,Offices,0.009,0.017,0,25,0.0
33,5000005207582334.0,Offices,0.026,0.044,0,9,0.0
34,1000030006112.0,Offices,0.01,0.031,0,100,0.0
35,1000030005499.0,Offices,0.034,0.099,0,122,0.0
36,5000005207582713.0,Offices,0.032,0.066,0,39,0.0
37,1000030005700.0,Offices,,,,0,0.0
38,5000005207583367.0,Offices,0.003,0.004,0,4,0.0
39,5000005207582814.0,Offices,,,,14,34146.0
40,5000005239319432.0,Offices,0.246,0.313,1,20,12800.0
41,5000005207582527.0,Offices,0.023,0.044,0,107,0.0
42,5000005207582637.0,Offices,0.021,0.057,0,235,0.0
43,5000005207582277.0,Offices,,,,11,26829.0
44,5000005239319449.0,Offices,0.103,0.154,0,10,0.0
45,1000030005496.0,Offices,0.028,0.059,0,56,0.0
46,1000030005501.0,Offices,0.035,0.085,0,29,0.0
47,5000005207584899.0,Offices,0.003,0.003,0,89,0.0
48,5000005207584930.0,Offices,0.18,0.197,0,23,0.0
49,1000030006294.0,Offices,,,,12,29268.0
50,1000030005698.0,Offices,0.042,0.097,0,48,0.0
51,1000030005493.0,Offices,0.019,0.023,0,78,0.0
52,1000030005497.0,Offices,0.064,0.149,0,1096,0.0
53,1000030006300.0,Offices,0.003,0.005,0,24,0.0
54,1000030005500.0,Offices,0.041,0.113,0,79,0.0
55,5000005116523779.0,Offices,0.035,0.04,0,182,0.0
56,5000005207585488.0,Offices,,,,10,24390.0
57,5000005207582526.0,Offices,,,,8,19512.0
58,1000030005904.0,Offices,0.034,0.057,0,69,0.0
59,5000005207584935.0,Offices,0.002,0.004,0,6,0.0
60,1000030005701.0,Offices,0.021,0.04,0,14,0.0
61,5000005207583123.0,Offices,0.024,0.024,0,32,0.0
62,5000005207584912.0,Offices,,,,136,331704.0
63,1000030006299.0,Offices,0.012,0.024,0,86,0.0
64,1000030005498.0,Offices,0.024,0.024,0,127,0.0
65,1000030006301.0,Offices,0.002,0.003,0,19,0.0
66,1000030082161.0,Public Buildings,0.063,0.244,0,3311,0.0
67,1000030130368.0,Public Buildings,0.033,0.033,0,211,0.0
68,5000005205280857.0,Public Buildings,,,,27,65853.0
69,1000030082160.0,Public Buildings,,,,12,29268.0
70,1000030080449.0,Public Buildings,0.118,0.239,0,14,0.0
71,5000005107866518.0,Public Buildings,0.063,0.182,0,79,0.0
72,1000030080356.0,Public Buildings,0.008,0.015,0,22,0.0
73,5000005226258873.0,Public Buildings,0.019,0.043,0,13,0.0
74,1000030080513.0,Public Buildings,0.004,0.005,0,5,0.0
75,1000030080516.0,Public Buildings,0.024,0.062,0,107,0.0
76,5000005107866442.0,Public Buildings,0.002,0.003,0,16,0.0
77,1000030080524.0,Public Buildings,0.084,0.23,0,936,0.0
78,1000030080458.0,Public Buildings,0.082,0.209,0,18,0.0
79,1000030080450.0,Public Buildings,0.03,0.063,0,84,0.0
80,5000005107866516.0,Public Buildings,0.024,0.053,0,176,0.0
81,5000005205280041.0,Public Buildings,0.164,0.203,0,6,0.0
82,1000030080537.0,Public Buildings,0.066,0.066,0,0,0.0
83,1000030080348.0,Public Buildings,0.052,0.074,0,149,0.0
84,5000005226258878.0,Public Buildings,0.126,0.265,0,12,0.0
85,1000030080457.0,Public Buildings,0.017,0.04,0,15,0.0
86,5000005107866520.0,Public Buildings,0.017,0.039,0,5,0.0
87,1000030080350.0,Public Buildings,,,,3,7317.0
88,1000030080452.0,Public Buildings,0.141,0.267,0,13,0.0
89,1000030080522.0,Public Buildings,0.047,0.101,0,101,0.0
90,5000005107866553.0,Public Buildings,0.154,0.331,1,33,21120.0
91,1000030080528.0,Public Buildings,0.008,0.02,0,1125,0.0
92,1000030080538.0,Public Buildings,0.065,0.065,0,0,0.0
93,5000005205279706.0,Public Buildings,0.019,0.057,0,26,0.0
94,5000005226258875.0,Public Buildings,0.007,0.014,0,19,0.0
95,1000030080448.0,Public Buildings,0.043,0.194,0,3208,0.0
96,1000002310413988.0,Public Buildings,0.002,0.003,0,2,0.0
97,5000005107866551.0,Public Buildings,0.068,0.159,0,363,0.0
98,1000030080460.0,Public Buildings,0.02,0.064,0,215,0.0
99,1000030080451.0,Public Buildings,0.025,0.057,0,124,0.0
100,5000005107866519.0,Public Buildings,0.025,0.044,0,373,0.0
101,1000002310413993.0,Public Buildings,0.052,0.052,0,2,0.0
102,1000030080347.0,Public Buildings,0.06,0.108,0,142,0.0
103,1000030080455.0,Public Buildings,0.053,0.084,0,17,0.0
104,5000005205280119.0,Public Buildings,0.027,0.077,0,16,0.0
105,1000030080459.0,Public Buildings,0.055,0.089,0,313,0.0
106,1000030080523.0,Public Buildings,0.02,0.052,0,74,0.0
107,1000030080345.0,Public Buildings,0.082,0.259,0,743,0.0
108,5000005205279321.0,Public Buildings,0.003,0.004,0,17,0.0
109,5000005107866530.0,Public Buildings,0.12,0.401,1,830,531200.0
110,1000002310417622.0,Public Buildings,,,,7,17073.0
111,1000030080514.0,Public Buildings,0.007,0.02,0,21,0.0
112,5000005205280260.0,Public Buildings,0.007,0.014,0,11,0.0
113,1000030080354.0,Public Buildings,0.055,0.115,0,173,0.0
114,1000030080353.0,Public Buildings,0.036,0.066,0,30,0.0
115,1000000060918383.0,Public Buildings,0.007,0.01,0,5,0.0
116,1000030080518.0,Public Buildings,0.012,0.02,0,561,0.0
117,1000030080456.0,Public Buildings,0.017,0.055,0,910,0.0
118,5000005107866451.0,Public Buildings,0.003,0.005,0,26,0.0
119,1000002310413989.0,Public Buildings,0.001,0.001,0,2,0.0
120,1000030080525.0,Public Buildings,0.015,0.033,0,146,0.0
121,1000030080520.0,Public Buildings,0.008,0.015,0,214,0.0
122,1000002310413983.0,Public Buildings,0.107,0.228,0,2113,0.0
123,5000005107866540.0,Public Buildings,0.004,0.005,0,32,0.0
124,1000030080355.0,Public Buildings,0.022,0.064,0,366,0.0
125,1000030080453.0,Public Buildings,0.042,0.104,0,1027,0.0
126,5000005226258876.0,Public Buildings,0.026,0.068,0,10,0.0
127,1000002310417619.0,Public Buildings,0.014,0.03,0,3,0.0
128,1000030080447.0,Public Buildings,0.002,0.002,0,14,0.0
129,1000002310413990.0,Public Buildings,0.006,0.009,0,2,0.0
130,5000005226258867.0,Public Buildings,0.202,0.275,0,8,0.0
131,5000005107866532.0,Public Buildings,0.011,0.019,0,46,0.0
132,1000030080543.0,Public Buildings,0.052,0.074,0,2967,0.0
133,5000005205280097.0,Public Buildings,0.01,0.026,0,17,0.0
134,5000005107866440.0,Public Buildings,0.032,0.072,0,19,0.0
135,1000030080521.0,Public Buildings,0.036,0.12,0,1386,0.0
136,5000005107866439.0,Public Buildings,0.006,0.013,0,22,0.0
137,5000005107866554.0,Public Buildings,0.008,0.024,0,373,0.0
138,1000030080454.0,Public Buildings,0.054,0.072,0,33,0.0
139,5000005107866548.0,Public Buildings,0.019,0.046,0,830,0.0
140,5000005107866545.0,Public Buildings,0.081,0.162,0,118,0.0
141,1000030080349.0,Public Buildings,,,,1,2439.0
142,1000030080427.0,Public Buildings,,,,4,9756.0
143,5000005239165775.0,Public Buildings,0.016,0.041,0,43,0.0
144,1000030080512.0,Public Buildings,0.026,0.06,0,3338,0.0
145,5000005205279671.0,Public Buildings,0.015,0.029,0,9,0.0
146,5000005107866524.0,Public Buildings,0.009,0.023,0,42,0.0
147,1000002310199833.0,Public Buildings,0.012,0.037,0,1134,0.0
148,1000002310399888.0,Public Buildings,0.051,0.052,0,2,0.0
149,1000002310399870.0,Public Buildings,0.002,0.003,0,7,0.0
150,5000005135529205.0,Public Buildings,0.007,0.024,0,236,0.0
151,1000030082123.0,Public Buildings,0.018,0.018,0,12,0.0
152,1000030082071.0,Public Buildings,0.239,0.44,1,50,32000.0
153,1000030082212.0,Public Buildings,0.02,0.043,0,3,0.0
154,1000030082019.0,Public Buildings,0.169,0.65,1,1245,1018410.0
155,1000030082197.0,Public Buildings,0.009,0.02,0,5,0.0
156,1000030082155.0,Public Buildings,,,,12,29268.0
157,1000043032697.0,Public Buildings,0.018,0.018,0,3,0.0
158,5000005102919911.0,Offices,0.362,1.313,1,779,1215240.0
159,5000005135529198.0,Public Buildings,0.003,0.005,0,129,0.0
160,1000002310414061.0,Public Buildings,0.1,0.145,0,7,0.0
161,1000030082128.0,Public Buildings,0.042,0.071,0,30,0.0
162,5000005205279531.0,Public Buildings,0.072,0.122,0,17,0.0
163,1000030082352.0,Public Buildings,0.063,0.173,0,463,0.0
164,5000005238986870.0,Public Buildings,0.036,0.09,0,699,0.0
165,5000005173004124.0,Public Buildings,,,,12,29268.0
166,1000030082067.0,Public Buildings,0.022,0.063,0,631,0.0
167,5000005135529248.0,Public Buildings,0.013,0.038,0,129,0.0
168,1000002310199824.0,Public Buildings,0.034,0.074,0,15,0.0
169,1000030082121.0,Public Buildings,0.062,0.18,0,742,0.0
170,5000005205280780.0,Public Buildings,0.262,0.601,1,14,11452.0
171,1000030082118.0,Public Buildings,0.057,0.146,0,1146,0.0
172,1000030082077.0,Public Buildings,0.016,0.045,0,4404,0.0
173,5000005135529201.0,Public Buildings,0.044,0.093,0,8,0.0
174,5000005205280039.0,Public Buildings,0.006,0.011,0,11,0.0
175,5000005102919900.0,Offices,0.08,0.219,0,47,0.0
176,1000030082022.0,Public Buildings,0.125,0.437,1,626,400640.0
177,5000005113832296.0,Public Buildings,0.042,0.098,0,122,0.0
178,1000030082025.0,Public Buildings,0.002,0.003,0,8,0.0
179,5000005173004113.0,Public Buildings,0.004,0.006,0,43,0.0
180,1000030082053.0,Public Buildings,0.03,0.071,0,4900,0.0
181,5000005205280741.0,Offices,0.013,0.034,0,104,0.0
182,1000030082156.0,Public Buildings,0.059,0.098,0,48,0.0
183,1000030082124.0,Public Buildings,0.026,0.053,0,294,0.0
184,1000030082021.0,Public Buildings,0.153,0.542,1,228,186504.0
185,1000002310414065.0,Public Buildings,0.011,0.015,0,7,0.0
186,1000030082082.0,Public Buildings,0.016,0.056,0,1392,0.0
187,5000005238986957.0,Public Buildings,0.048,0.126,0,12,0.0
188,1000030082101.0,Public Buildings,0.003,0.005,0,133,0.0
189,5000005205279404.0,Offices,0.177,0.253,0,5,0.0
190,5000005205280100.0,Public Buildings,0.002,0.003,0,8,0.0
191,1000030082076.0,Public Buildings,0.002,0.003,0,5,0.0
192,1000030082073.0,Public Buildings,0.036,0.06,0,974,0.0
193,1000030082020.0,Public Buildings,0.235,0.55,1,287,234766.0
194,1000030082070.0,Public Buildings,0.169,0.575,1,109,89162.0
195,1000030082196.0,Public Buildings,0.522,0.579,1,11,8998.0
196,5000005238986961.0,Public Buildings,0.011,0.03,0,97,0.0
197,1000030082356.0,Public Buildings,0.018,0.062,0,575,0.0
198,5000005238986860.0,Public Buildings,0.027,0.027,0,17,0.0
199,5000005205279401.0,Public Buildings,0.002,0.002,0,9,0.0
200,5000005238986966.0,Public Buildings,0.02,0.034,0,5,0.0
201,1000030082198.0,Public Buildings,0.002,0.003,0,5,0.0
202,1000030082106.0,Public Buildings,0.033,0.105,0,1902,0.0
203,5000005205279449.0,Public Buildings,0.003,0.004,0,9,0.0
204,1000030082140.0,Public Buildings,0.006,0.015,0,96,0.0
205,1000030082139.0,Public Buildings,0.009,0.02,0,158,0.0
206,1000002310399890.0,Public Buildings,0.022,0.03,0,3,0.0
207,1000030082159.0,Public Buildings,0.263,0.292,0,11,0.0
208,1000030082193.0,Public Buildings,0.002,0.005,0,393,0.0
209,5000005113832310.0,Public Buildings,0.044,0.101,0,3,0.0
210,1000030082115.0,Public Buildings,0.172,0.548,1,251,205318.0
211,1000030082057.0,Public Buildings,0.019,0.047,0,53,0.0
212,5000005135529199.0,Public Buildings,0.018,0.025,0,7,0.0
213,5000005205279330.0,Public Buildings,0.461,0.57,1,40,32720.0
214,5000005135529203.0,Public Buildings,0.031,0.073,0,383,0.0
215,1000030082354.0,Public Buildings,0.185,0.331,1,5,3200.0
216,1000030082083.0,Public Buildings,0.002,0.003,0,5,0.0
217,1000030082126.0,Public Buildings,0.009,0.019,0,313,0.0
218,1000030082119.0,Public Buildings,0.098,0.224,0,222,0.0
219,1000030082103.0,Public Buildings,0.003,0.003,0,325,0.0
220,5000005114694329.0,Public Buildings,,,,6,14634.0
221,1000030082138.0,Public Buildings,0.013,0.024,0,78,0.0
222,5000005238986969.0,Public Buildings,0.008,0.015,0,6,0.0
223,1000030082211.0,Public Buildings,0.015,0.038,0,7,0.0
224,1000002310199826.0,Public Buildings,0.004,0.004,0,92,0.0
225,1000030082017.0,Public Buildings,0.043,0.067,0,17,0.0
226,5000005205279677.0,Public Buildings,0.01,0.016,0,10,0.0
227,1000030082066.0,Public Buildings,0.036,0.099,0,345,0.0
228,1000030082363.0,Offices,0.022,0.031,0,349,0.0
229,5000005205279736.0,Public Buildings,0.005,0.012,0,15,0.0
230,5000005102919795.0,Offices,0.089,0.258,0,30,0.0
231,1000030082074.0,Public Buildings,0.008,0.016,0,24,0.0
232,5000005113832303.0,Public Buildings,0.099,0.284,0,12,0.0
233,1000030082120.0,Public Buildings,0.024,0.073,0,707,0.0
234,1000000060936648.0,Public Buildings,0.26,0.432,1,22,14080.0
235,1000002310300492.0,Public Buildings,0.212,0.292,0,3,0.0
236,1000030082142.0,Public Buildings,0.017,0.05,0,3185,0.0
237,5000005173004120.0,Public Buildings,,,,12,29268.0
238,1000030082136.0,Public Buildings,0.021,0.051,0,195,0.0
239,1000030082023.0,Public Buildings,0.045,0.096,0,16,0.0
240,1000030082072.0,Public Buildings,0.358,0.384,1,2257,1444480.0
241,1000030082069.0,Public Buildings,0.003,0.005,0,22,0.0
242,5000005113832301.0,Public Buildings,0.007,0.013,0,7,0.0
243,1000030082194.0,Public Buildings,0.059,0.103,0,103,0.0
244,1000030082062.0,Public Buildings,0.211,0.498,1,29,18560.0
245,1000030082213.0,Public Buildings,0.008,0.02,0,14,0.0
246,1000030082125.0,Public Buildings,0.084,0.196,0,8,0.0
247,5000005205280094.0,Public Buildings,0.007,0.015,0,14,0.0
248,1000030082075.0,Public Buildings,0.005,0.007,0,5,0.0
249,1000030082220.0,Offices,0.101,0.264,0,2279,0.0
250,1000002310157700.0,Offices,0.02,0.034,0,1260,0.0
251,5000005135529197.0,Public Buildings,0.028,0.091,0,973,0.0
252,5000005205280851.0,Offices,0.035,0.075,0,31,0.0
253,5000005135529200.0,Public Buildings,0.008,0.031,0,985,0.0
254,5000005205280793.0,Public Buildings,0.003,0.004,0,51,0.0
255,1000030082099.0,Public Buildings,0.002,0.003,0,136,0.0
256,5000005173004122.0,Public Buildings,0.003,0.004,0,22,0.0
257,1000030082122.0,Public Buildings,0.013,0.048,0,323,0.0
258,1000030082080.0,Public Buildings,0.007,0.017,0,19,0.0
259,1000030082018.0,Public Buildings,0.038,0.069,0,25,0.0
260,1000030082355.0,Public Buildings,0.094,0.258,0,9,0.0
261,1000030082158.0,Public Buildings,0.028,0.074,0,6,0.0
262,1000030082107.0,Public Buildings,0.008,0.023,0,166,0.0
263,1000030082157.0,Public Buildings,0.056,0.098,0,2,0.0
264,1000030082065.0,Public Buildings,0.043,0.075,0,2329,0.0
265,1000030082024.0,Public Buildings,0.4,0.613,1,50,40900.0
266,1000030082132.0,Public Buildings,0.088,0.215,0,1867,0.0
267,1000030082113.0,Public Buildings,,,,10,24390.0
268,1000030082130.0,Public Buildings,0.01,0.023,0,8,0.0
269,5000005135529202.0,Public Buildings,0.036,0.086,0,8,0.0
270,1000030082141.0,Public Buildings,0.012,0.019,0,112,0.0
271,1000030082353.0,Public Buildings,0.018,0.045,0,14,0.0
272,1000030082114.0,Public Buildings,0.173,0.755,1,1759,1950731.0
273,1000030082112.0,Public Buildings,,,,17,41463.0
274,5000005102919799.0,Offices,0.318,0.854,1,920,1020280.0
275,1000030082127.0,Public Buildings,,,,10,24390.0
276,1000030082064.0,Public Buildings,0.031,0.094,0,961,0.0
277,1000002310199823.0,Public Buildings,0.013,0.03,0,15,0.0
278,1000030082137.0,Public Buildings,0.013,0.024,0,136,0.0
279,1000030082081.0,Public Buildings,0.052,0.124,0,20,0.0
280,5000005136982901.0,Offices,0.017,0.03,0,90,0.0
281,5000005189793694.0,Offices,0.027,0.042,0,227,0.0
282,5000005189793690.0,Offices,0.021,0.04,0,78,0.0
283,5000005136982909.0,Offices,0.036,0.115,0,758,0.0
284,1000030047743.0,Offices,0.015,0.025,0,174,0.0
285,5000005109634156.0,Offices,0.014,0.033,0,1020,0.0
286,5000005215818796.0,Offices,0.005,0.012,0,7,0.0
287,5000005254540909.0,Offices,0.039,0.121,0,1143,0.0
288,5000005254540911.0,Offices,0.01,0.022,0,329,0.0
289,5000005215818799.0,Offices,0.036,0.109,0,2807,0.0
290,1.0,Offices,0.021,0.065,0,3158,0.0
291,2.0,Offices,0.015,0.012,0,1535,0.0
292,1000002310432835.0,Offices,0.011,0.03,0,47,0.0
293,5000005205280845.0,Offices,0.033,0.046,0,58,0.0
294,1000002310448202.0,Offices,0.015,0.026,0,15,0.0
295,1000030127492.0,Offices,0.081,0.145,0,3340,0.0
296,5000005125702346.0,Offices,0.055,0.167,0,44,0.0
297,1000030127493.0,Offices,0.008,0.009,0,191,0.0
298,1000002310448209.0,Offices,0.003,0.004,0,85,0.0
299,1000030127470.0,Offices,0.02,0.029,0,10,0.0
300,1000030127491.0,Offices,0.045,0.166,0,3602,0.0
301,1000030130439.0,Offices,0.032,0.068,0,3993,0.0
302,1000030127465.0,Offices,0.077,0.229,0,2452,0.0
303,5000005205279650.0,Offices,0.074,0.16,0,3,0.0
304,5000005239470007.0,Offices,0.724,1.472,1,9,14040.0
305,5000005239466279.0,Offices,0.034,0.074,0,42,0.0
306,5000005125702345.0,Offices,0.026,0.065,0,6,0.0
307,1000030127502.0,Offices,0.016,0.051,0,56,0.0
308,5000005226258001.0,Offices,0.093,0.199,0,359,0.0
309,1000030127503.0,Offices,0.117,0.177,0,8,0.0
310,1000002310448216.0,Offices,0.006,0.011,0,68,0.0
311,1000002310448212.0,Offices,0.138,0.244,0,73,0.0
312,1000030127505.0,Offices,0.041,0.111,0,16,0.0
313,1000002310432839.0,Offices,0.031,0.07,0,5870,0.0
314,1000002310448215.0,Offices,0.033,0.074,0,58,0.0
315,1000002310448208.0,Offices,0.238,0.248,0,71,0.0
316,5000005205279515.0,Offices,,,,20,48780.0
317,5000005205279568.0,Offices,,,,28,68292.0
318,1000030130450.0,Offices,0.059,0.114,0,1431,0.0
319,1000030130440.0,Offices,,,,79,192681.0
320,1000030130452.0,Offices,0.052,0.103,0,34,0.0
321,5000005205280630.0,Offices,,,,11,26829.0
322,1000030130441.0,Offices,,,,74,180486.0
323,1000030130606.0,Offices,,,,726,1770714.0
324,1000030130454.0,Offices,0.039,0.087,0,77,0.0
325,1000030130444.0,Offices,0.004,0.003,0,229,0.0
326,1000030130446.0,Offices,,,,720,1756080.0
327,1000030130447.0,Offices,,,,132,321948.0
328,5000005205280264.0,Offices,0.028,0.068,0,20,0.0
329,1000030130437.0,Offices,,,,4566,11136474.0
330,1000030130442.0,Offices,,,,76,185364.0
331,1000030130602.0,Offices,,,,22,53658.0
332,1000030130438.0,Offices,,,,143,348777.0
333,1000030130449.0,Offices,,,,21,51219.0
334,1000030130443.0,Offices,0.002,0.003,0,885,0.0
335,1000002310166309.0,Offices,0.019,0.053,0,83,0.0
336,1000030011243.0,Offices,0.057,0.155,0,55,0.0
337,1000030011244.0,Offices,0.042,0.104,0,89,0.0
338,1000002310381695.0,Offices,0.029,0.054,0,511,0.0
339,1000038612388.0,Offices,0.03,0.102,0,2988,0.0
340,1000030011238.0,Offices,0.089,0.198,0,331,0.0
341,5000005120818733.0,Offices,,,,290,707310.0
342,1000042799076.0,Offices,0.11,0.166,0,12,0.0
343,1000002310381703.0,Offices,0.005,0.011,0,148,0.0
344,1000030011235.0,Offices,0.024,0.081,0,4258,0.0
345,1000002310236204.0,Offices,0.026,0.108,0,876,0.0
346,1000030011240.0,Offices,0.002,0.002,0,14,0.0
347,5000005202734528.0,Offices,0.04,0.06,0,8,0.0
348,1000002310236304.0,Offices,0.005,0.007,0,14,0.0
349,1000002310381696.0,Offices,0.006,0.008,0,5,0.0
350,1000030011239.0,Offices,0.003,0.004,0,16,0.0
351,1000002310166288.0,Offices,0.02,0.026,0,4,0.0
352,1000030011236.0,Offices,,,,3,7317.0
353,1000002310166313.0,Offices,0.014,0.012,0,118,0.0
354,1000002310236214.0,Offices,,,,26,63414.0
355,5000005202733878.0,Offices,0.01,0.014,0,4,0.0
356,1000043032621.0,Offices,0.111,0.166,0,17,0.0
357,1000042799077.0,Offices,0.083,0.166,0,11,0.0
358,1000030011237.0,Offices,0.164,0.166,0,12,0.0
359,1000030011241.0,Offices,0.023,0.063,0,11,0.0
360,5000005120818731.0,Offices,,,,9,21951.0
361,1000002310381700.0,Offices,0.002,0.004,0,67,0.0
362,1000002310166298.0,Offices,0.002,0.002,0,4,0.0
363,1000038612390.0,Offices,,,,2,4878.0
364,1000038612394.0,Offices,0.057,0.15,0,69,0.0
365,1000043032619.0,Offices,0.11,0.197,0,4,0.0
366,5000005120818732.0,Offices,0.147,0.187,0,13,0.0
367,1000002310236314.0,Offices,0.025,0.062,0,2082,0.0
368,1000002310166308.0,Offices,0.002,0.003,0,15,0.0
369,1000002310381697.0,Offices,0.086,0.146,0,5,0.0
370,1000043032620.0,Offices,0.11,0.197,0,4,0.0
371,1000038612395.0,Offices,0.014,0.018,0,5,0.0
372,5000005202733631.0,Offices,,,,14,34146.0
373,1000038612393.0,Offices,0.094,0.094,0,8,0.0
374,1000030011242.0,Offices,0.11,0.197,0,4,0.0
375,1000002310166331.0,Offices,0.016,0.027,0,357,0.0
376,1000002310236199.0,Offices,0.042,0.129,0,216,0.0
377,1000002310166291.0,Offices,0.005,0.012,0,8,0.0
378,1000002310166336.0,Offices,0.015,0.015,0,3,0.0
379,1000002310166322.0,Offices,0.01,0.011,0,3,0.0
380,1000042799075.0,Offices,0.002,0.002,0,4,0.0
381,1000002310166138.0,Offices,0.024,0.068,0,1068,0.0
382,1000030011245.0,Offices,0.115,0.192,0,13,0.0
383,1000002310381694.0,Offices,0.087,0.172,0,27,0.0
384,5000005202734532.0,Offices,0.002,0.004,0,13,0.0
385,1000030130621.0,Offices,0.026,0.058,0,22,0.0
386,1000030130619.0,Offices,0.029,0.085,0,738,0.0
387,1000030130313.0,Offices,,,,31,75609.0
388,5000005205280645.0,Offices,0.003,0.003,0,19,0.0
389,1000030130620.0,Offices,0.041,0.098,0,240,0.0
390,1000030130314.0,Offices,,,,35,85365.0
391,1000030130394.0,Offices,,,,403,982917.0
392,1000030130601.0,Offices,,,,14,34146.0
393,1000030008032.0,Offices,,,,81,197559.0
394,5000005202733701.0,Offices,0.004,0.007,0,24,0.0
395,1000038608617.0,Offices,0.037,0.109,0,54,0.0
396,1000042921965.0,Offices,0.01,0.016,0,3333,0.0
397,1000030008558.0,Offices,0.077,0.088,0,18,0.0
398,1000030006298.0,Offices,0.007,0.004,0,54,0.0
399,1000030007438.0,Offices,0.006,0.01,0,959,0.0
400,5000005105488362.0,Offices,0.021,0.058,0,1043,0.0
401,1000030008035.0,Offices,,,,12,29268.0
402,5000005239319497.0,Offices,0.015,0.038,0,16,0.0
403,1000030007434.0,Offices,0.057,0.1,0,12,0.0
404,1000030006182.0,Offices,0.007,0.016,0,84,0.0
405,1000030007096.0,Offices,0.036,0.15,0,196,0.0
406,1000030006184.0,Offices,0.008,0.013,0,33,0.0
407,1000030006765.0,Offices,0.006,0.013,0,13,0.0
408,1000002310327822.0,Offices,0.016,0.016,0,84,0.0
409,5000005202733511.0,Offices,0.054,0.104,0,51,0.0
410,5000005207582774.0,Offices,0.084,0.122,0,14,0.0
411,1000030005781.0,Offices,0.072,0.147,0,14,0.0
412,1000030007426.0,Offices,0.007,0.012,0,57,0.0
413,5000005107989923.0,Offices,,,,19,46341.0
414,1000030005779.0,Offices,0.026,0.066,0,386,0.0
415,1000030006756.0,Offices,0.002,0.003,0,68,0.0
416,1000030008044.0,Offices,0.008,0.017,0,116,0.0
417,1000030007441.0,Offices,0.014,0.025,0,117,0.0
418,1000030007092.0,Offices,0.028,0.06,0,31,0.0
419,1000030007095.0,Offices,0.003,0.005,0,87,0.0
420,1000030008019.0,Offices,0.005,0.007,0,12,0.0
421,5000005107989916.0,Offices,0.006,0.014,0,48,0.0
422,1000030008042.0,Offices,0.016,0.037,0,332,0.0
423,5000005239319481.0,Offices,0.015,0.033,0,14,0.0
424,1000030006255.0,Offices,0.027,0.057,0,504,0.0
425,1000030008047.0,Offices,,,,239,582921.0
426,1000030007099.0,Offices,0.005,0.01,0,125,0.0
427,5000005207582463.0,Offices,0.008,0.014,0,14,0.0
428,1000030007427.0,Offices,0.044,0.152,0,100,0.0
429,5000005107989908.0,Offices,0.003,0.004,0,23,0.0
430,1000030008028.0,Offices,0.111,0.229,0,2298,0.0
431,1000038608538.0,Offices,0.014,0.033,0,78,0.0
432,5000005207584863.0,Offices,0.011,0.024,0,4,0.0
433,5000005189793634.0,Offices,0.006,0.012,0,31,0.0
434,1000002310200476.0,Offices,0.018,0.039,0,13,0.0
435,1000030007440.0,Offices,0.02,0.054,0,53,0.0
436,5000005105488247.0,Offices,0.002,0.004,0,21,0.0
437,1000030007435.0,Offices,0.005,0.008,0,74,0.0
438,1000030008578.0,Offices,,,,16,39024.0
439,1000030007711.0,Offices,0.304,0.304,1,2,1280.0
440,5000005202733561.0,Offices,0.011,0.021,0,221,0.0
441,1000030006749.0,Offices,0.059,0.203,0,103,0.0
442,5000005210499979.0,Offices,,,,8,19512.0
