XCen,YCen,Depth
425223.000,564799.000,0.005
425223.000,564803.000,0.002
425223.000,564823.000,0.006
425223.000,564827.000,0.013
425223.000,564831.000,0.025
425223.000,564835.000,0.031
425223.000,564839.000,0.010
425223.000,564891.000,0.001
425223.000,564895.000,0.004
425223.000,564899.000,0.002
425223.000,564903.000,0.002
425223.000,564907.000,0.002
425223.000,564911.000,0.048
425223.000,564991.000,0.001
425223.000,564995.000,0.007
425223.000,564999.000,0.005
425223.000,565003.000,0.005
425223.000,565007.000,0.007
425223.000,565011.000,0.006
425223.000,565015.000,0.005
425227.000,563727.000,0.197
425227.000,563731.000,0.268
425227.000,563735.000,0.248
425227.000,563739.000,0.226
425227.000,563743.000,0.220
425227.000,563747.000,0.216
425227.000,563751.000,0.212
425227.000,563755.000,0.208
425227.000,563759.000,0.203
425227.000,563763.000,0.198
425227.000,563767.000,0.194
425227.000,563771.000,0.194
425227.000,563775.000,0.232
425227.000,563779.000,0.255
425227.000,563783.000,0.289
425227.000,563787.000,0.418
425227.000,563791.000,0.488
425227.000,563795.000,0.562
425227.000,563799.000,0.220
425227.000,563803.000,0.001
425227.000,563807.000,0.003
425227.000,563811.000,0.006
425227.000,563815.000,0.057
425227.000,563819.000,0.003
425227.000,563843.000,0.002
425227.000,563847.000,0.013
425227.000,563851.000,0.073
425227.000,563855.000,0.070
425227.000,563859.000,0.071
425227.000,563863.000,0.065
425227.000,563867.000,0.099
425227.000,563871.000,0.111
425227.000,563875.000,0.002
425227.000,563911.000,0.136
425227.000,563915.000,0.009
425227.000,563919.000,0.010
425227.000,563923.000,0.010
425227.000,563927.000,0.010
425227.000,563931.000,0.009
425227.000,563935.000,0.004
425227.000,563939.000,0.007
425227.000,563943.000,0.571
425227.000,563947.000,0.005
425227.000,563951.000,0.004
425227.000,563955.000,0.004
425227.000,563959.000,0.003
425227.000,563963.000,0.003
425227.000,563967.000,0.002
425227.000,563999.000,0.001
425227.000,564003.000,0.043
425227.000,564027.000,0.132
425227.000,564031.000,0.097
425227.000,564035.000,0.328
425227.000,564063.000,0.012
425227.000,564067.000,0.019
425227.000,564071.000,0.018
425227.000,564075.000,0.019
425227.000,564079.000,0.016
425227.000,564083.000,0.027
425227.000,564087.000,0.012
425227.000,564091.000,0.003
425227.000,564095.000,0.006
425227.000,564099.000,0.004
425227.000,564103.000,0.004
425227.000,564107.000,0.008
425227.000,564111.000,0.006
425227.000,564115.000,0.008
425227.000,564119.000,0.014
425227.000,564123.000,0.003
425227.000,564127.000,0.002
425227.000,564147.000,0.398
425227.000,564151.000,0.188
425227.000,564155.000,0.052
425227.000,564159.000,0.004
425227.000,564163.000,0.004
425227.000,564167.000,0.003
425227.000,564171.000,0.002
425227.000,564183.000,0.288
425227.000,564187.000,0.017
425227.000,564191.000,0.012
425227.000,564195.000,0.005
425227.000,564199.000,0.004
425227.000,564203.000,0.003
425227.000,564207.000,0.002
425227.000,564227.000,0.024
425227.000,564231.000,0.007
425227.000,564235.000,0.018
425227.000,564239.000,0.037
425227.000,564243.000,0.035
425227.000,564247.000,0.026
425227.000,564251.000,0.030
425227.000,564255.000,0.035
425227.000,564259.000,0.043
425227.000,564263.000,0.037
425227.000,564267.000,0.015
425227.000,564271.000,0.017
425227.000,564275.000,0.150
425227.000,564279.000,0.101
425227.000,564283.000,0.003
425227.000,564287.000,0.001
425227.000,564323.000,0.193
425227.000,564327.000,0.023
425227.000,564331.000,0.025
425227.000,564335.000,0.005
425227.000,564339.000,0.004
425227.000,564343.000,0.004
425227.000,564347.000,0.004
425227.000,564351.000,0.004
425227.000,564355.000,0.006
425227.000,564359.000,0.009
425227.000,564363.000,0.013
425227.000,564367.000,0.013
425227.000,564371.000,0.012
425227.000,564375.000,0.008
425227.000,564383.000,0.240
425227.000,564391.000,0.034
425227.000,564395.000,0.004
425227.000,564399.000,0.003
425227.000,564423.000,0.230
425227.000,564479.000,0.002
425227.000,564483.000,0.072
425227.000,564487.000,0.154
425227.000,564491.000,0.053
425227.000,564567.000,0.052
425227.000,564571.000,0.049
425227.000,564575.000,0.049
425227.000,564579.000,0.119
425227.000,564583.000,0.008
425227.000,564587.000,0.003
425227.000,564591.000,0.001
425227.000,564595.000,0.003
425227.000,564599.000,0.004
425227.000,564603.000,0.056
425227.000,564607.000,0.006
425227.000,564611.000,0.008
425227.000,564615.000,0.009
425227.000,564619.000,0.010
425227.000,564623.000,0.009
425227.000,564627.000,0.007
425227.000,564631.000,0.005
425227.000,564635.000,0.002
425227.000,564639.000,0.009
425227.000,564643.000,0.009
425227.000,564663.000,0.003
425227.000,564667.000,0.003
425227.000,564671.000,0.003
425227.000,564675.000,0.121
425227.000,564679.000,0.217
425227.000,564683.000,0.185
425227.000,564687.000,0.045
425227.000,564691.000,0.002
425227.000,564695.000,0.003
425227.000,564699.000,0.001
425227.000,564703.000,0.001
425227.000,564707.000,0.056
425227.000,564711.000,0.015
425227.000,564715.000,0.004
425227.000,564719.000,0.002
425227.000,564723.000,0.003
425227.000,564771.000,0.001
425227.000,564775.000,0.002
425227.000,564779.000,0.002
425227.000,564783.000,0.005
425227.000,564787.000,0.003
425227.000,564791.000,0.001
425227.000,564795.000,0.008
425227.000,564799.000,0.006
425227.000,564803.000,0.002
425227.000,564823.000,0.011
425227.000,564827.000,0.008
425227.000,564831.000,0.026
425227.000,564835.000,0.028
425227.000,564839.000,0.013
425227.000,564843.000,0.007
425227.000,564879.000,0.023
425227.000,564883.000,0.031
425227.000,564887.000,0.001
425227.000,564891.000,0.016
425227.000,564895.000,0.061
425227.000,564899.000,0.075
425227.000,564903.000,0.050
425227.000,564907.000,0.016
425227.000,564995.000,0.010
425227.000,564999.000,0.006
425227.000,565003.000,0.007
425227.000,565007.000,0.003
425231.000,563727.000,0.178
425231.000,563731.000,0.238
425231.000,563735.000,0.274
425231.000,563739.000,0.257
425231.000,563743.000,0.254
425231.000,563747.000,0.249
425231.000,563751.000,0.245
425231.000,563755.000,0.241
425231.000,563759.000,0.236
425231.000,563763.000,0.232
425231.000,563767.000,0.227
425231.000,563771.000,0.223
425231.000,563775.000,0.226
425231.000,563779.000,0.265
425231.000,563783.000,0.301
425231.000,563787.000,0.372
425231.000,563791.000,0.482
425231.000,563795.000,0.542
425231.000,563799.000,0.746
425231.000,563803.000,0.003
425231.000,563807.000,0.002
425231.000,563811.000,0.003
425231.000,563815.000,0.063
425231.000,563819.000,0.002
425231.000,563843.000,0.002
425231.000,563847.000,0.044
425231.000,563851.000,0.076
425231.000,563855.000,0.082
425231.000,563859.000,0.082
425231.000,563863.000,0.106
425231.000,563867.000,0.111
425231.000,563907.000,0.192
425231.000,563911.000,0.061
425231.000,563915.000,0.008
425231.000,563919.000,0.009
425231.000,563923.000,0.010
425231.000,563927.000,0.011
425231.000,563931.000,0.011
425231.000,563935.000,0.007
425231.000,563939.000,0.009
425231.000,563943.000,0.005
425231.000,563947.000,0.004
425231.000,563951.000,0.004
425231.000,563955.000,0.003
425231.000,563959.000,0.003
425231.000,563963.000,0.002
425231.000,563991.000,0.065
425231.000,563995.000,0.005
425231.000,563999.000,0.004
425231.000,564003.000,0.002
425231.000,564007.000,0.021
425231.000,564023.000,0.004
425231.000,564027.000,0.184
425231.000,564031.000,0.228
425231.000,564063.000,0.009
425231.000,564067.000,0.016
425231.000,564071.000,0.017
425231.000,564075.000,0.018
425231.000,564079.000,0.017
425231.000,564083.000,0.035
425231.000,564087.000,0.009
425231.000,564091.000,0.002
425231.000,564095.000,0.005
425231.000,564099.000,0.005
425231.000,564103.000,0.005
425231.000,564107.000,0.007
425231.000,564111.000,0.007
425231.000,564115.000,0.008
425231.000,564119.000,0.018
425231.000,564123.000,0.003
425231.000,564127.000,0.002
425231.000,564151.000,0.185
425231.000,564155.000,0.043
425231.000,564159.000,0.009
425231.000,564163.000,0.011
425231.000,564167.000,0.008
425231.000,564171.000,0.005
425231.000,564183.000,0.165
425231.000,564187.000,0.007
425231.000,564191.000,0.004
425231.000,564195.000,0.004
425231.000,564199.000,0.004
425231.000,564203.000,0.003
425231.000,564207.000,0.002
425231.000,564227.000,0.084
425231.000,564231.000,0.027
425231.000,564235.000,0.009
425231.000,564239.000,0.011
425231.000,564243.000,0.014
425231.000,564247.000,0.018
425231.000,564251.000,0.022
425231.000,564255.000,0.026
425231.000,564259.000,0.025
425231.000,564263.000,0.036
425231.000,564267.000,0.050
425231.000,564271.000,0.045
425231.000,564275.000,0.024
425231.000,564279.000,0.030
425231.000,564283.000,0.129
425231.000,564287.000,0.002
425231.000,564311.000,0.109
425231.000,564315.000,0.024
425231.000,564319.000,0.024
425231.000,564323.000,0.028
425231.000,564327.000,0.005
425231.000,564331.000,0.005
425231.000,564335.000,0.004
425231.000,564339.000,0.004
425231.000,564343.000,0.002
425231.000,564347.000,0.004
425231.000,564351.000,0.005
425231.000,564355.000,0.006
425231.000,564359.000,0.006
425231.000,564363.000,0.002
425231.000,564391.000,0.408
425231.000,564395.000,0.005
425231.000,564399.000,0.004
425231.000,564403.000,0.003
425231.000,564443.000,0.079
425231.000,564463.000,0.002
425231.000,564467.000,0.002
425231.000,564471.000,0.003
425231.000,564475.000,0.003
425231.000,564479.000,0.036
425231.000,564483.000,0.108
425231.000,564487.000,0.211
425231.000,564491.000,0.225
425231.000,564495.000,0.117
425231.000,564499.000,0.002
425231.000,564503.000,0.003
425231.000,564507.000,0.002
425231.000,564511.000,0.002
425231.000,564567.000,0.064
425231.000,564571.000,0.007
425231.000,564575.000,0.119
425231.000,564579.000,0.037
425231.000,564583.000,0.003
425231.000,564587.000,0.002
425231.000,564591.000,0.001
425231.000,564595.000,0.005
425231.000,564599.000,0.005
425231.000,564603.000,0.054
425231.000,564607.000,0.008
425231.000,564611.000,0.009
425231.000,564615.000,0.009
425231.000,564619.000,0.009
425231.000,564623.000,0.008
425231.000,564627.000,0.006
425231.000,564631.000,0.004
425231.000,564635.000,0.002
425231.000,564639.000,0.006
425231.000,564643.000,0.012
425231.000,564671.000,0.002
425231.000,564675.000,0.060
425231.000,564679.000,0.111
425231.000,564683.000,0.161
425231.000,564687.000,0.006
425231.000,564691.000,0.006
425231.000,564695.000,0.004
425231.000,564699.000,0.004
425231.000,564703.000,0.001
425231.000,564707.000,0.002
425231.000,564711.000,0.023
425231.000,564715.000,0.004
425231.000,564719.000,0.003
425231.000,564723.000,0.001
425231.000,564759.000,0.001
425231.000,564763.000,0.002
425231.000,564767.000,0.002
425231.000,564771.000,0.003
425231.000,564775.000,0.066
425231.000,564779.000,0.088
425231.000,564783.000,0.100
425231.000,564787.000,0.008
425231.000,564791.000,0.004
425231.000,564795.000,0.006
425231.000,564799.000,0.003
425231.000,564803.000,0.002
425231.000,564823.000,0.065
425231.000,564827.000,0.010
425231.000,564831.000,0.023
425231.000,564835.000,0.028
425231.000,564839.000,0.020
425231.000,564843.000,0.014
425231.000,564879.000,0.027
425231.000,564883.000,0.031
425231.000,564887.000,0.017
425231.000,564891.000,0.001
425231.000,564987.000,0.196
425231.000,564991.000,0.075
425231.000,564995.000,0.013
425231.000,564999.000,0.006
425235.000,563731.000,0.212
425235.000,563735.000,0.285
425235.000,563739.000,0.293
425235.000,563743.000,0.288
425235.000,563747.000,0.284
425235.000,563751.000,0.279
425235.000,563755.000,0.275
425235.000,563759.000,0.271
425235.000,563763.000,0.266
425235.000,563767.000,0.261
425235.000,563771.000,0.257
425235.000,563775.000,0.254
425235.000,563779.000,0.199
425235.000,563783.000,0.261
425235.000,563787.000,0.312
425235.000,563791.000,0.376
425235.000,563795.000,0.480
425235.000,563799.000,0.525
425235.000,563803.000,0.003
425235.000,563807.000,0.001
425235.000,563811.000,0.002
425235.000,563815.000,0.047
425235.000,563819.000,0.022
425235.000,563823.000,0.002
425235.000,563843.000,0.036
425235.000,563847.000,0.104
425235.000,563851.000,0.132
425235.000,563855.000,0.156
425235.000,563859.000,0.141
425235.000,563863.000,0.095
425235.000,563887.000,0.073
425235.000,563903.000,0.128
425235.000,563907.000,0.120
425235.000,563911.000,0.007
425235.000,563915.000,0.007
425235.000,563919.000,0.008
425235.000,563923.000,0.009
425235.000,563927.000,0.011
425235.000,563931.000,0.013
425235.000,563935.000,0.009
425235.000,563939.000,0.007
425235.000,563943.000,0.005
425235.000,563947.000,0.004
425235.000,563951.000,0.003
425235.000,563955.000,0.001
425235.000,563959.000,0.002
425235.000,563963.000,0.002
425235.000,563987.000,0.045
425235.000,563991.000,0.006
425235.000,563995.000,0.001
425235.000,563999.000,0.001
425235.000,564003.000,0.001
425235.000,564007.000,0.002
425235.000,564023.000,0.003
425235.000,564027.000,0.003
425235.000,564031.000,0.033
425235.000,564035.000,0.085
425235.000,564059.000,0.002
425235.000,564063.000,0.007
425235.000,564067.000,0.013
425235.000,564071.000,0.015
425235.000,564075.000,0.017
425235.000,564079.000,0.017
425235.000,564083.000,0.026
425235.000,564087.000,0.017
425235.000,564091.000,0.021
425235.000,564095.000,0.003
425235.000,564099.000,0.005
425235.000,564103.000,0.005
425235.000,564107.000,0.007
425235.000,564111.000,0.007
425235.000,564115.000,0.008
425235.000,564119.000,0.047
425235.000,564123.000,0.046
425235.000,564127.000,0.025
425235.000,564131.000,0.002
425235.000,564151.000,0.378
425235.000,564155.000,0.135
425235.000,564159.000,0.010
425235.000,564163.000,0.004
425235.000,564167.000,0.004
425235.000,564171.000,0.003
425235.000,564175.000,0.003
425235.000,564187.000,0.009
425235.000,564191.000,0.002
425235.000,564195.000,0.002
425235.000,564199.000,0.003
425235.000,564203.000,0.003
425235.000,564207.000,0.002
425235.000,564231.000,0.023
425235.000,564235.000,0.002
425235.000,564239.000,0.004
425235.000,564243.000,0.007
425235.000,564247.000,0.010
425235.000,564251.000,0.015
425235.000,564255.000,0.024
425235.000,564259.000,0.033
425235.000,564263.000,0.015
425235.000,564267.000,0.021
425235.000,564271.000,0.032
425235.000,564275.000,0.046
425235.000,564279.000,0.028
425235.000,564283.000,0.032
425235.000,564287.000,0.058
425235.000,564303.000,0.021
425235.000,564307.000,0.017
425235.000,564311.000,0.027
425235.000,564315.000,0.004
425235.000,564319.000,0.003
425235.000,564323.000,0.004
425235.000,564327.000,0.004
425235.000,564331.000,0.005
425235.000,564335.000,0.003
425235.000,564339.000,0.003
425235.000,564343.000,0.005
425235.000,564347.000,0.003
425235.000,564351.000,0.008
425235.000,564355.000,0.013
425235.000,564359.000,0.005
425235.000,564395.000,0.007
425235.000,564399.000,0.004
425235.000,564403.000,0.001
425235.000,564443.000,0.149
425235.000,564459.000,0.313
425235.000,564463.000,0.002
425235.000,564467.000,0.003
425235.000,564471.000,0.004
425235.000,564475.000,0.035
425235.000,564479.000,0.035
425235.000,564483.000,0.002
425235.000,564487.000,0.134
425235.000,564491.000,0.163
425235.000,564495.000,0.119
425235.000,564499.000,0.092
425235.000,564503.000,0.022
425235.000,564507.000,0.016
425235.000,564511.000,0.004
425235.000,564515.000,0.004
425235.000,564519.000,0.005
425235.000,564523.000,0.006
425235.000,564527.000,0.009
425235.000,564531.000,0.012
425235.000,564535.000,0.011
425235.000,564539.000,0.011
425235.000,564543.000,0.014
425235.000,564547.000,0.009
425235.000,564551.000,0.009
425235.000,564555.000,0.006
425235.000,564559.000,0.005
425235.000,564563.000,0.003
425235.000,564567.000,0.001
425235.000,564571.000,0.031
425235.000,564575.000,0.132
425235.000,564579.000,0.041
425235.000,564583.000,0.003
425235.000,564587.000,0.001
425235.000,564591.000,0.001
425235.000,564595.000,0.001
425235.000,564599.000,0.004
425235.000,564603.000,0.058
425235.000,564607.000,0.011
425235.000,564611.000,0.012
425235.000,564615.000,0.016
425235.000,564619.000,0.008
425235.000,564623.000,0.007
425235.000,564627.000,0.005
425235.000,564631.000,0.004
425235.000,564635.000,0.002
425235.000,564639.000,0.008
425235.000,564643.000,0.046
425235.000,564647.000,0.213
425235.000,564671.000,0.002
425235.000,564675.000,0.003
425235.000,564679.000,0.055
425235.000,564683.000,0.114
425235.000,564687.000,0.013
425235.000,564691.000,0.002
425235.000,564695.000,0.002
425235.000,564699.000,0.002
425235.000,564703.000,0.001
425235.000,564707.000,0.001
425235.000,564711.000,0.039
425235.000,564715.000,0.005
425235.000,564719.000,0.004
425235.000,564723.000,0.003
425235.000,564727.000,0.003
425235.000,564743.000,0.002
425235.000,564747.000,0.058
425235.000,564751.000,0.002
425235.000,564755.000,0.008
425235.000,564759.000,0.003
425235.000,564763.000,0.003
425235.000,564767.000,0.003
425235.000,564771.000,0.054
425235.000,564775.000,0.064
425235.000,564779.000,0.090
425235.000,564783.000,0.073
425235.000,564787.000,0.004
425235.000,564791.000,0.005
425235.000,564795.000,0.005
425235.000,564799.000,0.003
425235.000,564803.000,0.039
425235.000,564827.000,0.007
425235.000,564831.000,0.020
425235.000,564835.000,0.036
425235.000,564839.000,0.017
425235.000,564843.000,0.009
425235.000,564847.000,0.002
425235.000,564851.000,0.001
425235.000,564855.000,0.002
425235.000,564859.000,0.003
425235.000,564875.000,0.018
425235.000,564883.000,0.002
425235.000,564971.000,0.212
425235.000,564975.000,0.230
425235.000,564979.000,0.211
425235.000,564983.000,0.119
425235.000,564987.000,0.028
425235.000,564991.000,0.001
425239.000,563727.000,0.216
425239.000,563731.000,0.316
425239.000,563735.000,0.259
425239.000,563739.000,0.318
425239.000,563743.000,0.315
425239.000,563747.000,0.310
425239.000,563751.000,0.305
425239.000,563755.000,0.300
425239.000,563759.000,0.295
425239.000,563763.000,0.290
425239.000,563767.000,0.286
425239.000,563771.000,0.286
425239.000,563775.000,0.267
425239.000,563779.000,0.259
425239.000,563783.000,0.272
425239.000,563787.000,0.307
425239.000,563791.000,0.364
425239.000,563795.000,0.378
425239.000,563799.000,0.005
425239.000,563803.000,0.006
425239.000,563807.000,0.002
425239.000,563811.000,0.001
425239.000,563815.000,0.003
425239.000,563819.000,0.021
425239.000,563823.000,0.013
425239.000,563827.000,0.003
425239.000,563831.000,0.005
425239.000,563835.000,0.010
425239.000,563839.000,0.066
425239.000,563843.000,0.095
425239.000,563847.000,0.157
425239.000,563851.000,0.166
425239.000,563855.000,0.148
425239.000,563859.000,0.152
425239.000,563883.000,0.010
425239.000,563887.000,0.008
425239.000,563891.000,0.008
425239.000,563895.000,0.007
425239.000,563899.000,0.002
425239.000,563903.000,0.001
425239.000,563907.000,0.040
425239.000,563911.000,0.003
425239.000,563915.000,0.005
425239.000,563919.000,0.005
425239.000,563923.000,0.007
425239.000,563927.000,0.009
425239.000,563931.000,0.015
425239.000,563935.000,0.010
425239.000,563939.000,0.007
425239.000,563943.000,0.005
425239.000,563947.000,0.003
425239.000,563951.000,0.004
425239.000,563955.000,0.005
425239.000,563959.000,0.002
425239.000,563979.000,0.004
425239.000,563983.000,0.004
425239.000,563987.000,0.006
425239.000,563991.000,0.002
425239.000,563995.000,0.003
425239.000,563999.000,0.003
425239.000,564003.000,0.003
425239.000,564007.000,0.004
425239.000,564011.000,0.005
425239.000,564015.000,0.007
425239.000,564019.000,0.005
425239.000,564023.000,0.003
425239.000,564027.000,0.002
425239.000,564031.000,0.001
425239.000,564035.000,0.031
425239.000,564039.000,0.402
425239.000,564059.000,0.004
425239.000,564063.000,0.006
425239.000,564067.000,0.010
425239.000,564071.000,0.013
425239.000,564075.000,0.015
425239.000,564079.000,0.016
425239.000,564083.000,0.041
425239.000,564087.000,0.028
425239.000,564091.000,0.025
425239.000,564095.000,0.032
425239.000,564099.000,0.005
425239.000,564103.000,0.003
425239.000,564107.000,0.006
425239.000,564111.000,0.007
425239.000,564115.000,0.008
425239.000,564119.000,0.056
425239.000,564123.000,0.024
425239.000,564127.000,0.032
425239.000,564131.000,0.047
425239.000,564135.000,0.067
425239.000,564139.000,0.044
425239.000,564147.000,0.168
425239.000,564151.000,0.164
425239.000,564155.000,0.003
425239.000,564159.000,0.002
425239.000,564163.000,0.002
425239.000,564167.000,0.002
425239.000,564171.000,0.002
425239.000,564175.000,0.001
425239.000,564187.000,0.008
425239.000,564191.000,0.003
425239.000,564195.000,0.003
425239.000,564199.000,0.002
425239.000,564203.000,0.002
425239.000,564207.000,0.001
425239.000,564231.000,0.027
425239.000,564235.000,0.034
425239.000,564239.000,0.147
425239.000,564243.000,0.175
425239.000,564247.000,0.107
425239.000,564251.000,0.015
425239.000,564255.000,0.015
425239.000,564259.000,0.023
425239.000,564263.000,0.033
425239.000,564267.000,0.028
425239.000,564271.000,0.015
425239.000,564275.000,0.024
425239.000,564279.000,0.028
425239.000,564283.000,0.034
425239.000,564287.000,0.042
425239.000,564291.000,0.063
425239.000,564295.000,0.058
425239.000,564299.000,0.049
425239.000,564303.000,0.039
425239.000,564307.000,0.010
425239.000,564311.000,0.002
425239.000,564315.000,0.002
425239.000,564319.000,0.002
425239.000,564323.000,0.002
425239.000,564327.000,0.003
425239.000,564331.000,0.004
425239.000,564335.000,0.005
425239.000,564339.000,0.005
425239.000,564355.000,0.008
425239.000,564359.000,0.011
425239.000,564395.000,0.009
425239.000,564399.000,0.004
425239.000,564403.000,0.002
425239.000,564427.000,0.006
425239.000,564431.000,0.005
425239.000,564435.000,0.007
425239.000,564439.000,0.010
425239.000,564443.000,0.039
425239.000,564447.000,0.013
425239.000,564451.000,0.013
425239.000,564455.000,0.012
425239.000,564459.000,0.010
425239.000,564463.000,0.012
425239.000,564467.000,0.016
425239.000,564471.000,0.021
425239.000,564475.000,0.036
425239.000,564479.000,0.003
425239.000,564483.000,0.002
425239.000,564487.000,0.003
425239.000,564491.000,0.053
425239.000,564495.000,0.055
425239.000,564499.000,0.014
425239.000,564503.000,0.013
425239.000,564507.000,0.016
425239.000,564511.000,0.021
425239.000,564515.000,0.017
425239.000,564519.000,0.006
425239.000,564523.000,0.006
425239.000,564527.000,0.006
425239.000,564531.000,0.002
425239.000,564535.000,0.002
425239.000,564539.000,0.002
425239.000,564543.000,0.002
425239.000,564547.000,0.001
425239.000,564551.000,0.005
425239.000,564555.000,0.002
425239.000,564559.000,0.001
425239.000,564563.000,0.001
425239.000,564567.000,0.001
425239.000,564571.000,0.070
425239.000,564575.000,0.019
425239.000,564579.000,0.003
425239.000,564583.000,0.002
425239.000,564587.000,0.002
425239.000,564591.000,0.001
425239.000,564595.000,0.002
425239.000,564599.000,0.004
425239.000,564603.000,0.060
425239.000,564607.000,0.009
425239.000,564611.000,0.009
425239.000,564615.000,0.004
425239.000,564619.000,0.008
425239.000,564623.000,0.006
425239.000,564627.000,0.005
425239.000,564631.000,0.004
425239.000,564635.000,0.004
425239.000,564639.000,0.001
425239.000,564643.000,0.020
425239.000,564647.000,0.167
425239.000,564651.000,0.140
425239.000,564675.000,0.002
425239.000,564679.000,0.020
425239.000,564683.000,0.058
425239.000,564687.000,0.057
425239.000,564691.000,0.003
425239.000,564695.000,0.002
425239.000,564699.000,0.001
425239.000,564703.000,0.001
425239.000,564707.000,0.002
425239.000,564711.000,0.019
425239.000,564715.000,0.005
425239.000,564719.000,0.004
425239.000,564723.000,0.003
425239.000,564727.000,0.001
425239.000,564747.000,0.001
425239.000,564751.000,0.002
425239.000,564755.000,0.020
425239.000,564759.000,0.003
425239.000,564763.000,0.004
425239.000,564767.000,0.049
425239.000,564771.000,0.063
425239.000,564775.000,0.066
425239.000,564779.000,0.054
425239.000,564783.000,0.002
425239.000,564787.000,0.001
425239.000,564791.000,0.004
425239.000,564795.000,0.007
425239.000,564799.000,0.001
425239.000,564803.000,0.073
425239.000,564827.000,0.005
425239.000,564831.000,0.016
425239.000,564835.000,0.039
425239.000,564839.000,0.021
425239.000,564843.000,0.007
425239.000,564847.000,0.002
425239.000,564851.000,0.002
425239.000,564855.000,0.006
425239.000,564859.000,0.007
425239.000,564863.000,0.027
425239.000,564867.000,0.151
425239.000,564959.000,0.211
425239.000,564963.000,0.274
425239.000,564967.000,0.291
425239.000,564971.000,0.323
425239.000,564975.000,0.295
425239.000,564979.000,0.240
425239.000,564983.000,0.114
425239.000,564987.000,0.019
425239.000,564991.000,0.021
425239.000,564995.000,0.009
425243.000,563727.000,0.245
425243.000,563731.000,0.337
425243.000,563735.000,0.264
425243.000,563739.000,0.268
425243.000,563743.000,0.334
425243.000,563747.000,0.325
425243.000,563751.000,0.321
425243.000,563755.000,0.319
425243.000,563759.000,0.319
425243.000,563763.000,0.321
425243.000,563767.000,0.303
425243.000,563771.000,0.250
425243.000,563775.000,0.253
425243.000,563779.000,0.269
425243.000,563783.000,0.281
425243.000,563787.000,0.274
425243.000,563791.000,0.238
425243.000,563795.000,0.002
425243.000,563799.000,0.002
425243.000,563803.000,0.003
425243.000,563807.000,0.004
425243.000,563811.000,0.005
425243.000,563815.000,0.002
425243.000,563819.000,0.015
425243.000,563823.000,0.014
425243.000,563827.000,0.017
425243.000,563831.000,0.022
425243.000,563835.000,0.038
425243.000,563839.000,0.106
425243.000,563843.000,0.117
425243.000,563847.000,0.126
425243.000,563851.000,0.052
425243.000,563855.000,0.029
425243.000,563875.000,0.005
425243.000,563879.000,0.005
425243.000,563883.000,0.006
425243.000,563887.000,0.002
425243.000,563891.000,0.001
425243.000,563895.000,0.005
425243.000,563899.000,0.003
425243.000,563903.000,0.002
425243.000,563907.000,0.036
425243.000,563911.000,0.004
425243.000,563915.000,0.003
425243.000,563919.000,0.002
425243.000,563931.000,0.020
425243.000,563935.000,0.012
425243.000,563939.000,0.008
425243.000,563943.000,0.006
425243.000,563947.000,0.002
425243.000,563951.000,0.002
425243.000,563955.000,0.002
425243.000,563959.000,0.004
425243.000,563963.000,0.004
425243.000,563967.000,0.001
425243.000,563971.000,0.002
425243.000,563975.000,0.084
425243.000,563979.000,0.011
425243.000,563983.000,0.015
425243.000,563987.000,0.013
425243.000,563991.000,0.010
425243.000,563995.000,0.005
425243.000,563999.000,0.006
425243.000,564003.000,0.008
425243.000,564007.000,0.010
425243.000,564011.000,0.007
425243.000,564015.000,0.003
425243.000,564019.000,0.002
425243.000,564023.000,0.002
425243.000,564027.000,0.001
425243.000,564031.000,0.001
425243.000,564035.000,0.003
425243.000,564039.000,0.530
425243.000,564063.000,0.007
425243.000,564067.000,0.009
425243.000,564071.000,0.012
425243.000,564075.000,0.014
425243.000,564079.000,0.015
425243.000,564083.000,0.009
425243.000,564087.000,0.031
425243.000,564091.000,0.026
425243.000,564095.000,0.028
425243.000,564099.000,0.019
425243.000,564103.000,0.025
425243.000,564107.000,0.004
425243.000,564111.000,0.006
425243.000,564115.000,0.087
425243.000,564119.000,0.065
425243.000,564123.000,0.057
425243.000,564127.000,0.066
425243.000,564131.000,0.093
425243.000,564135.000,0.062
425243.000,564139.000,0.081
425243.000,564143.000,0.099
425243.000,564147.000,0.101
425243.000,564151.000,0.121
425243.000,564155.000,0.002
425243.000,564159.000,0.004
425243.000,564163.000,0.004
425243.000,564167.000,0.003
425243.000,564171.000,0.003
425243.000,564175.000,0.003
425243.000,564179.000,0.002
425243.000,564187.000,0.101
425243.000,564191.000,0.006
425243.000,564195.000,0.004
425243.000,564199.000,0.004
425243.000,564203.000,0.004
425243.000,564207.000,0.003
425243.000,564235.000,0.198
425243.000,564239.000,0.154
425243.000,564243.000,0.229
425243.000,564247.000,0.244
425243.000,564251.000,0.240
425243.000,564255.000,0.009
425243.000,564259.000,0.005
425243.000,564263.000,0.008
425243.000,564267.000,0.014
425243.000,564271.000,0.020
425243.000,564275.000,0.010
425243.000,564279.000,0.007
425243.000,564283.000,0.011
425243.000,564287.000,0.017
425243.000,564291.000,0.022
425243.000,564295.000,0.027
425243.000,564299.000,0.032
425243.000,564303.000,0.040
425243.000,564307.000,0.047
425243.000,564311.000,0.032
425243.000,564315.000,0.004
425243.000,564319.000,0.004
425243.000,564323.000,0.004
425243.000,564327.000,0.003
425243.000,564355.000,0.010
425243.000,564359.000,0.016
425243.000,564363.000,0.002
425243.000,564395.000,0.406
