OBJECTID,os_topo_to,os_topo_ve,bha_proces,tileref,abshmin,absh2,abshmax,relh2,relhmax,bha_conf,layer,path,UID,area,Type
2037,osgb1000030080452,2,00:00.0,NZ2060,50.4,52.3,53,1.9,2.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,14,Public Buildings
2184,osgb1000030080522,3,00:00.0,NZ2060,47.7,61.8,62.9,14.1,15.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,102,Public Buildings
2235,osgb5000005107866553,2,00:00.0,NZ2060,48.3,65.1,66.3,16.8,18,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,33,Public Buildings
2255,osgb1000030080528,7,00:00.0,NZ2060,47.3,59.2,66.3,11.9,19,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1126,Public Buildings
2410,osgb1000030080538,2,00:00.0,NZ2060,52.1,61.8,61.8,9.7,9.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1,Public Buildings
2414,osgb5000005205279706,1,00:00.0,NZ2060,54.4,58.2,58.6,3.8,4.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,27,Public Buildings
2422,osgb5000005226258875,2,00:00.0,NZ2060,49.9,53.2,53.5,3.3,3.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,19,Public Buildings
2423,osgb1000030080448,6,00:00.0,NZ2060,48.7,67.2,70.7,18.5,22,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,3211,Public Buildings
2466,osgb1000002310413988,1,00:00.0,NZ2060,48.2,68,68,19.8,19.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,2,Public Buildings
2471,osgb5000005107866551,2,00:00.0,NZ2060,48,69.9,72.5,21.9,24.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,364,Public Buildings
2539,osgb1000030080460,9,00:00.0,NZ2060,48.1,64,65,15.9,16.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,216,Public Buildings
2585,osgb1000030080451,3,00:00.0,NZ2060,48.8,55.8,57.8,7,9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,124,Public Buildings
2610,osgb5000005107866519,2,00:00.0,NZ2060,46.9,67.2,68.2,20.3,21.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,374,Public Buildings
2639,osgb1000002310413993,1,00:00.0,NZ2060,47.9,67.9,68,20,20.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,2,Public Buildings
2658,osgb1000030080347,3,00:00.0,NZ2060,48.2,60.8,65.9,12.6,17.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,143,Public Buildings
2659,osgb1000030080455,2,00:00.0,NZ2060,51.5,76.4,86.6,24.9,35.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,18,Public Buildings
2705,osgb5000005205280119,1,00:00.0,NZ2060,49.2,52.4,54.4,3.2,5.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,16,Public Buildings
2740,osgb1000030080459,5,00:00.0,NZ2060,48,60,66.4,12,18.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,314,Public Buildings
2778,osgb1000030080523,2,00:00.0,NZ2060,48.7,55.1,57,6.4,8.3,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,74,Public Buildings
3075,osgb1000030080345,7,00:00.0,NZ2060,47.4,61.5,68.2,14.1,20.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,744,Public Buildings
3119,osgb5000005205279321,1,00:00.0,NZ2060,53.8,56.1,56.3,2.3,2.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,18,Public Buildings
3195,osgb5000005107866530,2,00:00.0,NZ2060,48,63.7,66.4,15.7,18.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,831,Public Buildings
3227,osgb1000002310417622,1,00:00.0,NZ2060,52.8,60.2,60.9,7.4,8.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,7,Public Buildings
3251,osgb1000030080514,2,00:00.0,NZ2060,54.8,57,58.2,2.2,3.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,21,Public Buildings
3438,osgb5000005205280260,1,00:00.0,NZ2060,50.7,52.3,53.2,1.6,2.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,11,Public Buildings
3531,osgb1000030080354,4,00:00.0,NZ2060,47.5,59.6,63.9,12.1,16.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,174,Public Buildings
3573,osgb1000030080353,4,00:00.0,NZ2060,47.7,62.6,63.1,14.9,15.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,31,Public Buildings
3616,osgb1000000060918383,3,00:00.0,NZ2060,54.3,77.4,90.1,23.1,35.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,6,Public Buildings
3635,osgb1000030080518,10,00:00.0,NZ2060,53.7,60.6,62.6,6.9,8.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,561,Public Buildings
3845,osgb1000030080456,6,00:00.0,NZ2060,47.7,63.2,68.3,15.5,20.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,911,Public Buildings
3934,osgb5000005107866451,1,00:00.0,NZ2060,51.7,72.5,72.7,20.8,21,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,26,Public Buildings
4042,osgb1000002310413989,1,00:00.0,NZ2060,47.8,65.9,66.8,18.1,19,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,2,Public Buildings
4100,osgb1000030080525,8,00:00.0,NZ2060,52,66.3,68,14.3,16,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,147,Public Buildings
4119,osgb1000030080520,4,00:00.0,NZ2060,52.2,65.8,67.7,13.6,15.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,214,Public Buildings
4219,osgb1000002310413983,4,00:00.0,NZ2060,47.5,63.9,69.4,16.4,21.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,2115,Public Buildings
4343,osgb5000005107866540,2,00:00.0,NZ2060,50,53.7,54,3.7,4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,32,Public Buildings
4582,osgb1000030080355,9,00:00.0,NZ2060,48.3,61,67.4,12.7,19.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,367,Public Buildings
4685,osgb1000030080453,6,00:00.0,NZ2060,50.3,82.5,87.4,32.2,37.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1029,Public Buildings
5065,osgb5000005226258876,1,00:00.0,NZ2060,56.2,59.1,62.1,2.9,5.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,10,Public Buildings
5178,osgb1000002310417619,1,00:00.0,NZ2060,53.2,54.7,56.1,1.5,2.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,4,Public Buildings
5280,osgb1000030080447,2,00:00.0,NZ2060,53.5,70,70.2,16.5,16.7,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,15,Public Buildings
5324,osgb1000002310413990,1,00:00.0,NZ2060,47.9,67.4,67.8,19.5,19.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+15,2,Public Buildings
5329,osgb5000005226258867,1,00:00.0,NZ2060,50.3,52.1,54.4,1.8,4.1,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,9,Public Buildings
5422,osgb5000005107866532,1,00:00.0,NZ2060,52,63.7,67.4,11.7,15.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,46,Public Buildings
5462,osgb1000030080543,6,00:00.0,NZ2060,53.7,69.9,78.2,16.2,24.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,2970,Public Buildings
5611,osgb5000005205280097,1,00:00.0,NZ2060,55.3,58.9,59.3,3.6,4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,17,Public Buildings
5663,osgb5000005107866440,1,00:00.0,NZ2060,47.5,66.9,67.5,19.4,20,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,20,Public Buildings
5730,osgb1000030080521,5,00:00.0,NZ2060,49,61.6,63.9,12.6,14.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,1387,Public Buildings
5836,osgb5000005107866439,1,00:00.0,NZ2060,49.8,72,72.4,22.2,22.6,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,23,Public Buildings
5855,osgb5000005107866554,1,00:00.0,NZ2060,51,65.5,68.5,14.5,17.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,374,Public Buildings
5869,osgb1000030080454,2,00:00.0,NZ2060,53.9,56.2,58.1,2.3,4.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,33,Public Buildings
5893,osgb5000005107866548,1,00:00.0,NZ2060,50.9,67,67.7,16.1,16.8,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,831,Public Buildings
5933,osgb5000005107866545,2,00:00.0,NZ2060,46.5,54.1,57.4,7.6,10.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,118,Public Buildings
5952,osgb1000030080349,2,00:00.0,NZ2060,47.8,54.6,54.7,6.8,6.9,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,2,Public Buildings
6137,osgb1000030080427,2,00:00.0,NZ2060,54.8,61.2,65.2,6.4,10.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,5,Public Buildings
6149,osgb5000005239165775,1,00:00.0,NZ2060,53.8,57.8,58.3,4,4.5,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,43,Public Buildings
6198,osgb1000030080512,9,00:00.0,NZ2060,53.1,70.5,82.1,17.4,29,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,1.00E+12,3341,Public Buildings
6298,osgb5000005205279671,1,00:00.0,NZ2060,53.8,56.9,58,3.1,4.2,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,9,Public Buildings
6371,osgb5000005107866524,2,00:00.0,NZ2060,51.9,80.5,83.3,28.6,31.4,99,buildings_nz2060,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2060.gdb|layername=buildings_nz2060,5.00E+15,43,Public Buildings
6451,osgb1000002310199833,2,00:00.0,NZ2065,55.5,78.8,85.8,23.3,30.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+15,1135,Public Buildings
6528,osgb1000002310399888,1,00:00.0,NZ2065,47.8,64.1,64.1,16.3,16.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+15,2,Public Buildings
6543,osgb1000002310399870,1,00:00.0,NZ2065,55.1,61.5,64,6.4,8.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+15,7,Public Buildings
6545,osgb5000005135529205,1,00:00.0,NZ2065,56,67.9,72.3,11.9,16.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,237,Public Buildings
6551,osgb1000030082123,5,00:00.0,NZ2065,50.4,77.7,78.1,27.3,27.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,12,Public Buildings
6595,osgb1000030082071,2,00:00.0,NZ2065,53.4,54.1,56,0.7,2.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,51,Public Buildings
6600,osgb1000030082212,3,00:00.0,NZ2065,53.7,63.4,63.9,9.7,10.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,4,Public Buildings
6619,osgb1000030082019,3,00:00.0,NZ2065,53.7,74.9,79.3,21.2,25.6,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,1246,Public Buildings
6629,osgb1000030082197,3,00:00.0,NZ2065,56.6,64.8,64.8,8.2,8.2,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,5,Public Buildings
6645,osgb1000030082155,2,00:00.0,NZ2065,51.8,68.1,68.3,16.3,16.5,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,12,Public Buildings
6689,osgb1000043032697,3,00:00.0,NZ2065,50.3,78.1,78.2,27.8,27.9,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,3,Public Buildings
6697,osgb5000005102919911,2,00:00.0,NZ2065,61.1,77,79.8,15.9,18.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,780,Offices
6705,osgb5000005135529198,1,00:00.0,NZ2065,55.9,65,69.9,9.1,14,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,129,Public Buildings
6708,osgb1000002310414061,2,00:00.0,NZ2065,47.7,67.8,68,20.1,20.3,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+15,7,Public Buildings
6729,osgb1000030082128,3,00:00.0,NZ2065,50.1,75.4,78.8,25.3,28.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,30,Public Buildings
6786,osgb5000005205279531,1,00:00.0,NZ2065,55.6,59.1,62.6,3.5,7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,18,Public Buildings
6804,osgb1000030082352,3,00:00.0,NZ2065,57,65.4,69.7,8.4,12.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,1.00E+12,464,Public Buildings
6808,osgb5000005238986870,1,00:00.0,NZ2065,50.5,59,64.2,8.5,13.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,700,Public Buildings
6827,osgb5000005173004124,1,00:00.0,NZ2065,54.7,56.4,57.4,1.7,2.7,99,buildings_nz2065,C:/Users/b8056898/OneDrive - Newcastle University/PhD_CI/Flood_Risk/data/EDINA_data/mastermap_building_heights_4197189/nz/nz2065.gdb|layername=buildings_nz2065,5.00E+15,13,Public Buildings
